Time_s,Velocity_Smooth_m_s,Velocity_Uncertainty_m_s
2.644507811999999800e-06,2.267582121910734116e+01,2.970724495551600453e-01
2.644515625000000083e-06,2.255292221630124772e+01,2.976758199996524801e-01
2.644523437000000046e-06,2.242956365780543493e+01,2.982815686906296060e-01
2.644531250000000329e-06,2.230608834264980800e+01,2.988898657336342413e-01
2.644539062000000292e-06,2.218285105473210450e+01,2.995005705586546441e-01
2.644546874999999728e-06,2.206021705182163473e+01,3.001138547868717477e-01
2.644554687000000114e-06,2.193856046847402652e+01,3.007295768211422637e-01
2.644562499999999974e-06,2.181826264076042676e+01,3.013479098189789096e-01
2.644570311999999937e-06,2.169971036955140065e+01,3.019687111452625250e-01
2.644578125000000221e-06,2.158329413694695020e+01,3.025921555151825371e-01
2.644585937000000183e-06,2.146940629102645204e+01,3.032180992448655910e-01
2.644593750000000043e-06,2.135843921515946420e+01,3.038467186285488952e-01
2.644601562000000005e-06,2.125078349493234953e+01,3.044778689228951896e-01
2.644609374999999866e-06,2.114682610127516327e+01,3.051117280230637441e-01
2.644617186999999828e-06,2.104694859939485596e+01,3.057481501151721459e-01
2.644625000000000112e-06,2.095152539903514111e+01,3.063873147176904843e-01
2.644632812000000074e-06,2.086092205810707512e+01,3.070290749349705028e-01
2.644640624999999934e-06,2.077549364875894611e+01,3.076736119315007789e-01
2.644648437000000320e-06,2.069558319509348010e+01,3.083207777187509935e-01
2.644656249999999757e-06,2.062152019185850804e+01,3.089707551302625088e-01
2.644664061999999719e-06,2.055361920585779956e+01,3.096233950731581142e-01
2.644671875000000003e-06,2.049217856914465230e+01,3.102788820738954789e-01
2.644679686999999965e-06,2.043747916379426144e+01,3.109370659234299006e-01
2.644687500000000249e-06,2.038978329841727088e+01,3.115981328651711846e-01
2.644695312000000211e-06,2.034933368213968308e+01,3.122619315623657021e-01
2.644703125000000071e-06,2.031635248672877125e+01,3.129286499998035764e-01
2.644710937000000033e-06,2.029104050167472550e+01,3.135981357012313508e-01
2.644718749999999894e-06,2.027357637536061929e+01,3.139511826232015412e-01
2.644726561999999856e-06,2.026411594113054448e+01,3.143049800173520203e-01
2.644734375000000140e-06,2.026279162283516655e+01,3.146596211551617173e-01
2.644742187000000102e-06,2.026971191380364345e+01,3.150150179595275213e-01
2.644749999999999962e-06,2.028496093086963015e+01,3.153712641358122903e-01
2.644757811999999924e-06,2.030859803390015728e+01,3.157282712206298525e-01
2.644765624999999785e-06,2.034065750862388100e+01,3.160861333562675068e-01
2.644773436999999747e-06,2.038114830988373782e+01,3.164447616905016192e-01
2.644781250000000031e-06,2.043005386393970113e+01,3.168042508056715389e-01
2.644789061999999993e-06,2.048733192336987230e+01,3.171645114581385094e-01
2.644796875000000277e-06,2.055291447922672177e+01,3.175256386734130465e-01
2.644804687000000239e-06,2.062670772400243635e+01,3.178875428139198989e-01
2.644812500000000099e-06,2.070859207019142190e+01,3.182503193514496509e-01
2.644820312000000062e-06,2.079842222238976035e+01,3.186138782519483126e-01
2.644828124999999922e-06,2.089602730661385621e+01,3.189783154366647167e-01
2.644835936999999884e-06,2.100121105942780630e+01,3.193435404724221383e-01
2.644843750000000168e-06,2.111375207771847329e+01,3.197096497331764486e-01
2.644851562000000130e-06,2.123340413596715948e+01,3.200765523839615434e-01
2.644859374999999990e-06,2.135989657413547249e+01,3.204443452546597570e-01
2.644867186999999953e-06,2.149293475991260038e+01,3.208129371059456614e-01
2.644874999999999813e-06,2.163220063025018192e+01,3.211824252268792312e-01
2.644882811999999775e-06,2.177735331877411440e+01,3.215527179710628847e-01
2.644890625000000059e-06,2.192802987070772858e+01,3.219239130900771739e-01
2.644898437000000021e-06,2.208384605260081202e+01,3.222959185277159966e-01
2.644906250000000305e-06,2.224439725879618379e+01,3.226688325014150371e-01
2.644914062000000267e-06,2.240925951708607400e+01,3.230425625424800939e-01
2.644921875000000127e-06,2.257799060026662019e+01,3.234172073375286560e-01
2.644929687000000090e-06,2.275013123869454645e+01,3.237926740026759731e-01
2.644937499999999950e-06,2.292520643938946634e+01,3.241690616971207306e-01
2.644945311999999912e-06,2.310272690957031472e+01,3.245462771189800977e-01
2.644953125000000196e-06,2.328219058047704237e+01,3.249244199035073999e-01
2.644960937000000158e-06,2.346308423138284027e+01,3.253033963279887697e-01
2.644968750000000018e-06,2.364488520763255508e+01,3.256833065071786382e-01
2.644976561999999981e-06,2.382706322705625723e+01,3.260640562947980103e-01
2.644984374999999841e-06,2.400908226762027553e+01,3.264457462885821393e-01
2.644992186999999803e-06,2.419040252890738429e+01,3.261199970030522199e-01
2.645000000000000087e-06,2.437048245744481534e+01,3.257948556041048715e-01
2.645007812000000049e-06,2.454878082615898194e+01,3.254704033820792763e-01
2.645015625000000333e-06,2.472475885757733494e+01,3.251465553386980178e-01
2.645023437000000295e-06,2.489788237801942117e+01,3.248233924486300106e-01
2.645031249999999732e-06,2.506762399339559266e+01,3.245008300590568884e-01
2.645039062000000118e-06,2.523346527112810378e+01,3.241789488307086908e-01
2.645046874999999978e-06,2.539489891973443747e+01,3.238576644541280580e-01
2.645054686999999940e-06,2.555143095223652594e+01,3.235370572780340570e-01
2.645062500000000224e-06,2.570258282191293731e+01,3.232170433341098881e-01
2.645070312000000186e-06,2.584789351847373240e+01,3.228977026608720324e-01
2.645078125000000046e-06,2.598692161517070787e+01,3.225789516291329706e-01
2.645085937000000009e-06,2.611924725592378849e+01,3.222608699688980782e-01
2.645093749999999869e-06,2.624447407168439383e+01,3.219433743880624754e-01
2.645101561999999831e-06,2.636223101800763757e+01,3.216265443099190491e-01
2.645109375000000115e-06,2.647217412462775954e+01,3.213102967773643903e-01
2.645117187000000077e-06,2.657398814896777139e+01,3.209947109087644135e-01
2.645124999999999937e-06,2.666738812468443598e+01,3.206797040800035137e-01
2.645132812000000323e-06,2.675212079989368519e+01,3.203653551061730331e-01
2.645140624999999760e-06,2.682796595420614949e+01,3.200515816941996161e-01
2.645148436999999722e-06,2.689473759318127222e+01,3.197384623576420837e-01
2.645156250000000006e-06,2.695228500509975689e+01,3.194259151323522450e-01
2.645164061999999968e-06,2.700049368071813305e+01,3.191140182321876573e-01
2.645171875000000252e-06,2.703928608374383202e+01,3.188026900199605884e-01
2.645179687000000214e-06,2.706862226634806490e+01,3.184920084114414296e-01
2.645187500000000074e-06,2.708850032547747944e+01,3.181818920944885498e-01
2.645195312000000037e-06,2.709895668563085991e+01,3.178724186884374636e-01
2.645203124999999897e-06,2.710006621046056807e+01,3.175635072042428675e-01
2.645210936999999859e-06,2.709194212843311789e+01,3.172552349665133109e-01
2.645218750000000143e-06,2.707473577298468470e+01,3.169475213073320030e-01
2.645226562000000105e-06,2.704863612721628030e+01,3.166404432582755057e-01
2.645234374999999965e-06,2.701386917194339432e+01,3.163339204706532848e-01
2.645242186999999928e-06,2.697069703349392711e+01,3.160280296845923154e-01
2.645249999999999788e-06,2.691941693065435359e+01,3.157226908687418288e-01
2.645257811999999750e-06,2.686035991876451590e+01,3.154179804734492110e-01
2.645265625000000034e-06,2.679388943860850247e+01,3.152958000001798156e-01
2.645273436999999996e-06,2.672039967008309702e+01,3.151737297659867321e-01
2.645281250000000280e-06,2.664031370263214527e+01,3.150517384090216755e-01
2.645289062000000242e-06,2.655408152943945055e+01,3.149298570474137748e-01
2.645296875000000102e-06,2.646217787946680389e+01,3.148080543680153442e-01
2.645304687000000065e-06,2.636509990329559372e+01,3.146863614409831089e-01
2.645312499999999925e-06,2.626336472983804171e+01,3.145647470017566838e-01
2.645320311999999887e-06,2.615750691235841785e+01,3.144432420726439581e-01
2.645328125000000171e-06,2.604807578979946925e+01,3.143218154375456708e-01
2.645335937000000133e-06,2.593563278242313075e+01,3.142004980710444983e-01
2.645343749999999993e-06,2.582074864784805257e+01,3.140792588053959999e-01
2.645351561999999956e-06,2.570400072471387176e+01,3.139581285675412392e-01
2.645359374999999816e-06,2.558597018596814365e+01,3.138370762379849577e-01
2.645367186999999778e-06,2.546723932766985499e+01,3.137161326961491747e-01
2.645375000000000062e-06,2.534838891963588736e+01,3.135952668706627477e-01
2.645382812000000024e-06,2.522999563677830892e+01,3.134745095935512205e-01
2.645390625000000308e-06,2.511262959441359754e+01,3.133538298414556000e-01
2.645398437000000270e-06,2.499685200673695462e+01,3.132332583991009889e-01
2.645406250000000131e-06,2.488321298018405514e+01,3.131127642910421782e-01
2.645414062000000093e-06,2.477224946157576468e+01,3.129923782547994748e-01
2.645421874999999953e-06,2.466448334564404021e+01,3.128720693627303762e-01
2.645429686999999915e-06,2.456041975174849767e+01,3.127518683052717963e-01
2.645437500000000199e-06,2.446054547421355352e+01,3.126317442024603710e-01
2.645445312000000161e-06,2.436532760658945307e+01,3.125117276977703584e-01
2.645453125000000022e-06,2.427521233975176074e+01,3.123917879588137825e-01
2.645460936999999984e-06,2.419062392876327650e+01,3.122719555821840132e-01
2.645468749999999844e-06,2.411196382241546488e+01,3.121521997829648787e-01
2.645476561999999806e-06,2.403960994797550654e+01,3.120325511109891536e-01
2.645484375000000090e-06,2.397391613910206942e+01,3.119129788286899019e-01
2.645492187000000052e-06,2.391521169808626013e+01,3.117935134392591512e-01
2.645500000000000336e-06,2.386380107855804411e+01,3.116741242523700106e-01
2.645507812000000298e-06,2.381996367421182015e+01,3.115548417246674084e-01
2.645515624999999735e-06,2.378395370310106216e+01,3.114356352129750150e-01
2.645523437000000121e-06,2.375600017040703449e+01,3.117917617555578946e-01
2.645531249999999981e-06,2.373630689910516978e+01,3.121487494354856507e-01
2.645539061999999943e-06,2.372505261284045375e+01,3.125065096737078552e-01
2.645546875000000227e-06,2.372239106037424605e+01,3.128651368799869603e-01
2.645554687000000189e-06,2.372845116819708622e+01,3.132245420813366543e-01
2.645562500000000050e-06,2.374333721240424921e+01,3.135848201346237984e-01
2.645570312000000012e-06,2.376712899850385696e+01,3.139458816704230881e-01
2.645578124999999872e-06,2.379988204080449066e+01,3.143078219958973518e-01
2.645585936999999835e-06,2.384162773571938843e+01,3.146705513425206990e-01
2.645593750000000118e-06,2.389237352010819038e+01,3.150341654710333561e-01
2.645601562000000081e-06,2.395210301324540225e+01,3.153985742111236612e-01
2.645609374999999941e-06,2.402077613653198185e+01,3.157638737803633577e-01
2.645617187000000327e-06,2.409832921119085825e+01,3.161299736040849018e-01
2.645624999999999763e-06,2.418467503136472985e+01,3.164969703599171402e-01
2.645632811999999726e-06,2.427970291567448413e+01,3.168647730661256490e-01
2.645640625000000009e-06,2.438327873866464657e+01,3.172334788638732639e-01
2.645648436999999972e-06,2.449524494364756322e+01,3.176029963615032425e-01
2.645656250000000255e-06,2.461542054629923371e+01,3.179734231670628963e-01
2.645664062000000218e-06,2.474360113081561607e+01,3.183446674763329987e-01
2.645671875000000078e-06,2.487955884764856052e+01,3.187168273675889396e-01
2.645679687000000040e-06,2.502304242127778267e+01,3.190898106213257424e-01
2.645687499999999900e-06,2.517377717576667706e+01,3.194637157894832935e-01
2.645695311999999863e-06,2.533146508933392482e+01,3.198384502344426283e-01
2.645703125000000146e-06,2.549578488976450430e+01,3.202141129853192103e-01
2.645710937000000109e-06,2.566639219736629585e+01,3.205906109835269802e-01
2.645718749999999969e-06,2.584291973144530985e+01,3.209680437388410801e-01
2.645726561999999931e-06,2.602497759012011258e+01,3.213463177689521166e-01
2.645734374999999791e-06,2.621215361616356532e+01,3.217255330678143732e-01
2.645742186999999754e-06,2.640401385695145464e+01,3.221055957264916669e-01
2.645750000000000037e-06,2.660010313270118232e+01,3.224866062267328082e-01
2.645757812000000000e-06,2.679994572190417301e+01,3.228684702300455012e-01
2.645765625000000283e-06,2.700304617152216835e+01,3.232512887095831400e-01
2.645773437000000246e-06,2.720889024018316249e+01,3.236349668944247249e-01
2.645781250000000106e-06,2.741694598160660945e+01,3.240196062527329057e-01
2.645789062000000068e-06,2.762666496933471194e+01,3.244051115782595751e-01
2.645796874999999928e-06,2.783748366813184560e+01,3.243820672374837510e-01
2.645804686999999891e-06,2.804882495007204568e+01,3.243590291192747777e-01
2.645812500000000174e-06,2.826009975246545380e+01,3.243359913247987336e-01
2.645820312000000137e-06,2.847070887639814885e+01,3.243129597506582695e-01
2.645828124999999997e-06,2.868004491328380823e+01,3.242899284996954568e-01
2.645835936999999959e-06,2.888749429541098479e+01,3.242669034668357320e-01
2.645843749999999819e-06,2.909243945583927626e+01,3.242438787565973812e-01
2.645851561999999782e-06,2.929426108474913448e+01,3.242208602622320135e-01
2.645859375000000065e-06,2.949234046590710534e+01,3.241978420899310764e-01
2.645867187000000028e-06,2.968606187816041952e+01,3.241748301312754044e-01
2.645875000000000311e-06,2.987481504155534395e+01,3.241518184941286074e-01
2.645882812000000274e-06,3.005799758898473684e+01,3.241288130683994684e-01
2.645890624999999710e-06,3.023501754521503315e+01,3.241058079636267575e-01
2.645898437000000096e-06,3.040529579016779493e+01,3.240828090680411000e-01
2.645906249999999956e-06,3.056826848990948875e+01,3.240598104928576473e-01
2.645914061999999919e-06,3.072338947334191772e+01,3.240368181246381929e-01
2.645921875000000202e-06,3.087013253821510972e+01,3.240138260762642775e-01
2.645929687000000165e-06,3.100799366798127465e+01,3.239908402326313053e-01
2.645937500000000025e-06,3.113649314427743420e+01,3.239678547082915916e-01
2.645945311999999987e-06,3.125517754132561166e+01,3.239448753864681563e-01
2.645953124999999847e-06,3.136362158831968472e+01,3.239218963833848663e-01
2.645960936999999810e-06,3.146142989150037295e+01,3.238989235805957989e-01
2.645968750000000093e-06,3.154823850630511117e+01,3.238759510959928756e-01
2.645976562000000056e-06,3.162371635216640087e+01,3.238529848094643948e-01
2.645984375000000339e-06,3.168756646603660698e+01,3.238300188405698887e-01
2.645992187000000302e-06,3.173952709122862359e+01,3.238070590675298788e-01
2.645999999999999738e-06,3.177937259690399685e+01,3.237840996115745051e-01
2.646007812000000124e-06,3.180691423351748881e+01,3.237611463492513497e-01
2.646015624999999984e-06,3.182200071740252412e+01,3.237381934034612163e-01
2.646023436999999947e-06,3.182451864986715506e+01,3.237152466490882396e-01
2.646031250000000230e-06,3.181439277421426581e+01,3.236923002106948388e-01
2.646039062000000193e-06,3.179158606773601292e+01,3.236693599615035333e-01
2.646046875000000053e-06,3.175609967640638942e+01,3.236464200277424097e-01
2.646054687000000015e-06,3.170797269410541830e+01,3.236234862809667101e-01
2.646062499999999875e-06,3.164728178715383322e+01,3.236005528490711880e-01
2.646070311999999838e-06,3.157414067249941780e+01,3.230910340344658183e-01
2.646078125000000121e-06,3.148869944724453518e+01,3.225830522876096396e-01
2.646085937000000084e-06,3.139114377847032955e+01,3.220767300993906401e-01
2.646093749999999944e-06,3.128169395398360564e+01,3.215719303448733579e-01
2.646101562000000330e-06,3.116060379948672221e+01,3.210687747945427106e-01
2.646109374999999766e-06,3.102815946698401817e+01,3.205671272277803019e-01
2.646117186999999729e-06,3.088467809813855780e+01,3.200671087008595816e-01
2.646125000000000012e-06,3.073050637102632976e+01,3.195685838882537100e-01
2.646132811999999975e-06,3.056601893367819400e+01,3.190716731383099747e-01
2.646140625000000258e-06,3.039161673445709155e+01,3.185762420117074778e-01
2.646148437000000221e-06,3.020772525475672765e+01,3.180824101547602423e-01
2.646156250000000081e-06,3.001479265611922287e+01,3.175900440056400598e-01
2.646164062000000043e-06,2.981328785033618445e+01,3.170992625145369614e-01
2.646171874999999903e-06,2.960369850346018694e+01,3.166099329884385361e-01
2.646179686999999866e-06,2.938652898539143621e+01,3.161221736873623400e-01
2.646187500000000150e-06,2.916229828019639569e+01,3.156358527784968171e-01
2.646195312000000112e-06,2.893153786933999427e+01,3.151510878375734515e-01
2.646203124999999972e-06,2.869478959916379424e+01,3.146677478835592234e-01
2.646210936999999934e-06,2.845260355264709062e+01,3.141859498135640694e-01
2.646218749999999795e-06,2.820553593482664922e+01,3.137055634900233758e-01
2.646226561999999757e-06,2.795414698973498346e+01,3.132267051371855904e-01
2.646234375000000041e-06,2.769899896093524916e+01,3.127492454526749621e-01
2.646242187000000003e-06,2.744065411072844896e+01,3.122732999935760589e-01
2.646250000000000287e-06,2.717967280953334352e+01,3.117987402845824318e-01
2.646257812000000249e-06,2.691661170806105474e+01,3.113256812211473989e-01
2.646265625000000109e-06,2.665202200361848384e+01,3.108539951470719043e-01
2.646273437000000071e-06,2.638644780777535104e+01,3.103837963016515267e-01
2.646281249999999932e-06,2.612042462609085547e+01,3.099149578398853189e-01
2.646289061999999894e-06,2.585447795383952396e+01,3.094475933504275411e-01
2.646296875000000178e-06,2.558912199355468431e+01,3.089815767916176958e-01
2.646304687000000140e-06,2.532485849789002685e+01,3.085170211069259705e-01
2.646312500000000000e-06,2.506217573916380914e+01,3.080538010503514612e-01
2.646320311999999962e-06,2.480154760455162588e+01,3.075920289254278073e-01
2.646328124999999823e-06,2.454343281684758082e+01,3.073373515853158322e-01
2.646335936999999785e-06,2.428827427778155368e+01,3.070831281430733695e-01
2.646343750000000069e-06,2.403649852931681608e+01,3.068292924684916656e-01
2.646351562000000031e-06,2.378851532804544533e+01,3.065759084981594662e-01
2.646359375000000315e-06,2.354471732652495319e+01,3.063229103236618234e-01
2.646367187000000277e-06,2.330547985535741162e+01,3.060703616740607647e-01
2.646374999999999714e-06,2.307116079666462127e+01,3.058181968616565660e-01
2.646382812000000100e-06,2.284210054427792969e+01,3.055664794089187897e-01
2.646390624999999960e-06,2.261862203792769677e+01,3.053151438477649249e-01
2.646398436999999922e-06,2.240103086819098976e+01,3.050642534951640839e-01
2.646406250000000206e-06,2.218961543807498771e+01,3.048137431014510401e-01
2.646414062000000168e-06,2.198464717743530628e+01,3.045636757790983196e-01
2.646421875000000028e-06,2.178638079905251956e+01,3.043139864958150365e-01
2.646429686999999991e-06,2.159505458960984825e+01,3.040647381604931754e-01
2.646437499999999851e-06,2.141089072706909135e+01,3.038158659571406073e-01
2.646445311999999813e-06,2.123409561890800745e+01,3.035674325920727501e-01
2.646453125000000097e-06,2.106486024980336680e+01,3.033193734644871187e-01
2.646460937000000059e-06,2.090336053786777271e+01,3.030717510791210989e-01
2.646468750000000343e-06,2.074975769000395331e+01,3.028245010492863210e-01
2.646476562000000305e-06,2.060419855134511025e+01,3.025776856790806657e-01
2.646484374999999742e-06,2.046681594522173242e+01,3.023312407949023117e-01
2.646492187000000128e-06,2.033772899566897863e+01,3.020852285011015326e-01
2.646499999999999988e-06,2.021704343475313692e+01,3.018395848361155598e-01
2.646507811999999950e-06,2.010485188413681001e+01,3.015943717055937778e-01
2.646515625000000234e-06,2.000123411262819673e+01,3.013495253588656664e-01
2.646523437000000196e-06,1.990625726732314860e+01,3.011051075038396196e-01
2.646531250000000056e-06,1.981997607263371108e+01,3.008610545997436048e-01
2.646539062000000019e-06,1.974243300009919722e+01,3.006174281576197704e-01
2.646546874999999879e-06,1.967365840528057319e+01,3.003741648455685032e-01
2.646554686999999841e-06,1.961367063304961178e+01,3.001313259787269372e-01
2.646562500000000125e-06,1.956247608889508882e+01,2.998888484330084481e-01
2.646570312000000087e-06,1.952006927919749657e+01,2.996467933286010576e-01
2.646578124999999947e-06,1.948643282004807276e+01,2.994182514999936817e-01
2.646585937000000333e-06,1.946153741575723828e+01,2.991900872098844921e-01
2.646593749999999770e-06,1.944534180967657022e+01,2.989622412487457637e-01
2.646601561999999732e-06,1.943779270924673597e+01,2.987347711481512236e-01
2.646609375000000016e-06,1.943882468727443680e+01,2.985076178810948666e-01
2.646617186999999978e-06,1.944836006492383618e+01,2.982808388067095806e-01
2.646625000000000262e-06,1.946630877603989518e+01,2.980543750796768587e-01
2.646632812000000224e-06,1.949256822160453950e+01,2.978282838873978489e-01
2.646640625000000084e-06,1.952702311496738119e+01,2.976025065654373525e-01
2.646648437000000047e-06,1.956954532563461768e+01,2.973771001302066841e-01
2.646656249999999907e-06,1.961999372359623806e+01,2.971520060973179000e-01
2.646664061999999869e-06,1.967821403456231266e+01,2.969272813129784083e-01
2.646671875000000153e-06,1.974403870531947902e+01,2.967028674719925374e-01
2.646679687000000115e-06,1.981728679408380600e+01,2.964788212511457743e-01
2.646687499999999975e-06,1.989776388335761226e+01,2.962550845236203712e-01
2.646695311999999938e-06,1.998526202685018660e+01,2.960317137974843305e-01
2.646703124999999798e-06,2.007955973696611096e+01,2.958086511234896410e-01
2.646710936999999760e-06,2.018042201587764239e+01,2.955859528417591475e-01
2.646718750000000044e-06,2.028760044024677711e+01,2.953635611797749694e-01
2.646726562000000006e-06,2.040083330204431178e+01,2.951415323104830679e-01
2.646734375000000290e-06,2.051984581275420183e+01,2.949198086372846195e-01
2.646742187000000252e-06,2.064435037571877629e+01,2.946984461666643518e-01
2.646750000000000112e-06,2.077404693059714802e+01,2.944773874771610123e-01
2.646757812000000075e-06,2.090862337194278808e+01,2.942566884095094704e-01
2.646765624999999935e-06,2.104775604755877083e+01,2.940362917165854073e-01
2.646773436999999897e-06,2.119111033424384161e+01,2.938162530741285083e-01
2.646781250000000181e-06,2.133834129382390898e+01,2.935965154085318218e-01
2.646789062000000143e-06,2.148909440927420533e+01,2.933771342312904706e-01
2.646796875000000003e-06,2.164300639515479929e+01,2.931580526415354937e-01
2.646804686999999966e-06,2.179970608426024370e+01,2.929393259871926336e-01
2.646812499999999826e-06,2.195881538204167072e+01,2.927208975393567059e-01
2.646820311999999788e-06,2.211995028381904405e+01,2.925028224831259793e-01
2.646828125000000072e-06,2.228272195019224355e+01,2.922850442607539123e-01
2.646835937000000034e-06,2.244673782952451546e+01,2.920676178952492652e-01
2.646843750000000318e-06,2.261160282090267870e+01,2.915525768599074308e-01
2.646851562000000280e-06,2.277692046724152775e+01,2.910394146787783631e-01
2.646859374999999717e-06,2.294229416787835163e+01,2.905279904158917237e-01
2.646867187000000103e-06,2.310732839957330143e+01,2.900184254980067711e-01
2.646874999999999963e-06,2.327162993695387883e+01,2.895105800437290378e-01
2.646882811999999925e-06,2.343480905965352790e+01,2.890045746961011353e-01
2.646890625000000209e-06,2.359648073383669953e+01,2.885002706161369779e-01
2.646898437000000171e-06,2.375626576188079397e+01,2.879977876704723494e-01
2.646906250000000031e-06,2.391379188661498745e+01,2.874969880508490561e-01
2.646914061999999994e-06,2.406869484318619357e+01,2.869979908545573499e-01
2.646921874999999854e-06,2.422061934840760244e+01,2.865006592924817519e-01
2.646929686999999816e-06,2.436922002269683674e+01,2.860051116997354703e-01
2.646937500000000100e-06,2.451416223874988276e+01,2.855112122948558206e-01
2.646945312000000062e-06,2.465512288961698673e+01,2.850190786578629121e-01
2.646953124999999922e-06,2.479179107606709209e+01,2.845285760037098988e-01
2.646960937000000308e-06,2.492386871118016600e+01,2.840398211641387283e-01
2.646968749999999745e-06,2.505107103935321433e+01,2.835526803395299056e-01
2.646976562000000131e-06,2.517312707300304098e+01,2.830672696202160554e-01
2.646984374999999991e-06,2.528977994894170322e+01,2.825834561809699719e-01
2.646992186999999953e-06,2.540078720552977742e+01,2.821013553776610117e-01
2.647000000000000237e-06,2.550592098836415644e+01,2.816208353485840643e-01
2.647007812000000199e-06,2.560496818627975202e+01,2.811420107218536302e-01
2.647015625000000060e-06,2.569773050722006857e+01,2.806647505887855387e-01
2.647023437000000022e-06,2.578402449835298782e+01,2.801891688562402893e-01
2.647031249999999882e-06,2.586368151678802008e+01,2.797151355581323218e-01
2.647039061999999844e-06,2.593654766351763996e+01,2.792427638866749051e-01
2.647046875000000128e-06,2.600248368106483809e+01,2.787719248080339773e-01
2.647054687000000090e-06,2.606136482963405143e+01,2.783027308063062422e-01
2.647062499999999951e-06,2.611308074353812714e+01,2.778350537697907296e-01
2.647070312000000336e-06,2.615753528006396778e+01,2.773690054807445016e-01
2.647078124999999773e-06,2.619464636590958406e+01,2.769044587397054280e-01
2.647085936999999735e-06,2.622434584530218515e+01,2.764415246334479548e-01
2.647093750000000019e-06,2.624657934157606931e+01,2.759800768647220903e-01
2.647101561999999981e-06,2.626130613297861771e+01,2.755202258312540731e-01
2.647109375000000265e-06,2.626849904848047856e+01,2.750618461283239058e-01
2.647117187000000227e-06,2.626814438787747719e+01,2.749645225922383029e-01
2.647125000000000088e-06,2.626024186959654116e+01,2.748672554576447324e-01
2.647132812000000050e-06,2.624480460848518604e+01,2.747700695502989232e-01
2.647140624999999910e-06,2.622185912208098202e+01,2.746729399160747209e-01
2.647148436999999872e-06,2.619144536935362311e+01,2.745758913457362338e-01
2.647156250000000156e-06,2.615361681917081427e+01,2.744788989205187435e-01
2.647164062000000119e-06,2.610844054647826340e+01,2.743819873962791700e-01
2.647171874999999979e-06,2.605599735536649320e+01,2.742851318895440649e-01
2.647179686999999941e-06,2.599638192334076336e+01,2.741883571213160065e-01
2.647187499999999801e-06,2.592970296377436412e+01,2.740916382433430387e-01
2.647195311999999764e-06,2.585608340071614109e+01,2.739949999418571092e-01
2.647203125000000047e-06,2.577566055054556671e+01,2.738984174037427111e-01
2.647210937000000010e-06,2.568858630221773609e+01,2.738019152805448719e-01
2.647218750000000293e-06,2.559502729093606277e+01,2.737054687942099274e-01
2.647226562000000256e-06,2.549516505497935270e+01,2.736091025616586014e-01
2.647234375000000116e-06,2.538919616924344425e+01,2.735127918398348457e-01
2.647242187000000078e-06,2.527733234485858560e+01,2.734165612110978083e-01
2.647249999999999938e-06,2.515980048836920346e+01,2.733203859673151159e-01
2.647257811999999901e-06,2.503684271020502194e+01,2.732242906563667750e-01
2.647265625000000184e-06,2.490871627342673733e+01,2.731282506049599879e-01
2.647273437000000147e-06,2.477569347640989150e+01,2.730322903265788859e-01
2.647281250000000007e-06,2.463806145850188045e+01,2.729363851827013021e-01
2.647289061999999969e-06,2.449612192565375324e+01,2.728405596524667298e-01
2.647296874999999829e-06,2.435019078579258434e+01,2.727447891320556872e-01
2.647304686999999792e-06,2.420059769149841600e+01,2.726490980663452413e-01
2.647312500000000075e-06,2.404768548495785652e+01,2.725534618861347180e-01
2.647320312000000038e-06,2.389180954149875902e+01,2.724579050021214699e-01
2.647328125000000321e-06,2.373333701180673927e+01,2.723624028796504115e-01
2.647335937000000284e-06,2.357264596259932787e+01,2.722669798952999098e-01
2.647343749999999720e-06,2.341012441617776574e+01,2.721716115489033472e-01
2.647351562000000106e-06,2.324616929548382771e+01,2.720763221829659018e-01
2.647359374999999966e-06,2.308118527408278808e+01,2.719810873317418110e-01
2.647367186999999929e-06,2.291558354300565625e+01,2.718859313037704228e-01
2.647375000000000212e-06,2.274978049857574902e+01,2.725037166876343453e-01
2.647382812000000175e-06,2.258419636204503433e+01,2.731242363446916288e-01
2.647390625000000035e-06,2.241925373940913957e+01,2.737476684049839903e-01
2.647398436999999997e-06,2.225537613570140039e+01,2.743738727199455107e-01
2.647406249999999857e-06,2.209298643141778840e+01,2.750030292295800871e-01
2.647414061999999820e-06,2.193250533849155559e+01,2.756349966785964778e-01
2.647421875000000103e-06,2.177434984291229014e+01,2.762699568453170218e-01
2.647429687000000066e-06,2.161893165227237290e+01,2.769077673556890051e-01
2.647437499999999926e-06,2.146665565707375478e+01,2.775486118552067949e-01
2.647445312000000312e-06,2.131791841815938682e+01,2.781923468391181986e-01
2.647453124999999748e-06,2.117310669535085310e+01,2.788391578494543999e-01
2.647460936999999711e-06,2.103259602192454736e+01,2.794889002384740584e-01
2.647468749999999994e-06,2.089674934141859808e+01,2.801417614751269825e-01
2.647476561999999957e-06,2.076591570927742580e+01,2.807975957560353009e-01
2.647484375000000240e-06,2.064042907172722963e+01,2.814565925078187925e-01
2.647492187000000203e-06,2.052060712261573983e+01,2.821186047590898416e-01
2.647500000000000063e-06,2.040675025034503776e+01,2.827838239254860109e-01
2.647507812000000025e-06,2.029914057092465995e+01,2.834521018549850391e-01
2.647515624999999885e-06,2.019804105418811346e+01,2.841236319843820080e-01
2.647523436999999848e-06,2.010369474261951694e+01,2.847982649681028433e-01
