Time_s,Noise_Fraction
2.542320312000000196e-06,7.573654733161819252e-02
2.542328125000000056e-06,7.581990271262291359e-02
2.542335937000000018e-06,7.590343107298054559e-02
2.542343749999999879e-06,7.598715440507480823e-02
2.542351561999999841e-06,7.607105188744363311e-02
2.542359375000000125e-06,7.615514561235993407e-02
2.542367187000000087e-06,7.623941466895027552e-02
2.542374999999999947e-06,7.621363913116903366e-02
2.542382812000000333e-06,7.618788431194609134e-02
2.542390624999999770e-06,7.616214359997312833e-02
2.542398436999999732e-06,7.613642356681521450e-02
2.542406250000000016e-06,7.611071761011330150e-02
2.542414061999999978e-06,7.608503229259024059e-02
2.542421875000000262e-06,7.605936102081947703e-02
2.542429687000000224e-06,7.603371034869248202e-02
2.542437500000000084e-06,7.600807369170124728e-02
2.542445312000000046e-06,7.598245759492089357e-02
2.542453124999999907e-06,7.595685548274386245e-02
2.542460936999999869e-06,7.593127389144944950e-02
2.542468750000000153e-06,7.590570625430971552e-02
2.542476562000000115e-06,7.588015909882862842e-02
2.542484374999999975e-06,7.585462586714122879e-02
2.542492186999999937e-06,7.582911307798827216e-02
2.542499999999999798e-06,7.580361418235123661e-02
2.542507811999999760e-06,7.577813569022806561e-02
2.542515625000000044e-06,7.575267106142599682e-02
2.542523437000000006e-06,7.572722679722043715e-02
2.542531250000000290e-06,7.570179636622655084e-02
2.542539062000000252e-06,7.567638626101201582e-02
2.542546875000000112e-06,7.565098995898483780e-02
2.542554687000000075e-06,7.562561394401963455e-02
2.542562499999999935e-06,7.560025170229958680e-02
2.542570311999999897e-06,7.557490970902641658e-02
2.542578125000000181e-06,7.554958145913794054e-02
2.542585937000000143e-06,7.552427341918317716e-02
2.542593750000000003e-06,7.549897909283830033e-02
2.542601561999999966e-06,7.547370493801136559e-02
2.542609374999999826e-06,7.544844446710077812e-02
2.542617186999999788e-06,7.542320412939367003e-02
2.542625000000000072e-06,7.539797744599024965e-02
2.542632812000000034e-06,7.540222420732778374e-02
2.542640625000000318e-06,7.540647199079887619e-02
2.542648437000000280e-06,7.541071970912104072e-02
2.542656249999999717e-06,7.541496844986056436e-02
2.542664062000000103e-06,7.541921712549111423e-02
2.542671874999999963e-06,7.542346682382339296e-02
2.542679686999999925e-06,7.542771645708550021e-02
2.542687500000000209e-06,7.543196711333428894e-02
2.542695312000000171e-06,7.543621770455201381e-02
2.542703125000000031e-06,7.544046931904078990e-02
2.542710936999999994e-06,7.544472086853806769e-02
2.542718749999999854e-06,7.544897344159111341e-02
2.542726561999999816e-06,7.545322594969205987e-02
2.542734375000000100e-06,7.545747948163382401e-02
2.542742187000000062e-06,7.546173294866266590e-02
2.542749999999999922e-06,7.546598743981704216e-02
2.542757812000000308e-06,7.547024186609839480e-02
2.542765624999999745e-06,7.547449731678990137e-02
2.542773437000000131e-06,7.547875270264808867e-02
2.542781249999999991e-06,7.548300911320182660e-02
2.542789061999999953e-06,7.548726545896126960e-02
2.542796875000000237e-06,7.549152282970204852e-02
2.542804687000000199e-06,7.549578013568783441e-02
2.542812500000000059e-06,7.550003846694011700e-02
2.542820312000000022e-06,7.550429673347722193e-02
2.542828124999999882e-06,7.550855602556633128e-02
2.542835936999999844e-06,7.551281525297987018e-02
2.542843750000000128e-06,7.551707550623128207e-02
2.542851562000000090e-06,7.552133569484652253e-02
2.542859374999999950e-06,7.552559690958517147e-02
2.542867187000000336e-06,7.552985805972776967e-02
2.542874999999999773e-06,7.553412023627915917e-02
2.542882811999999735e-06,7.553974789438058779e-02
2.542890625000000019e-06,7.554537711166774139e-02
2.542898436999999981e-06,7.555100644734023818e-02
2.542906250000000265e-06,7.555663734278830757e-02
2.542914062000000227e-06,7.556226835678209186e-02
2.542921875000000087e-06,7.556790093114129636e-02
2.542929687000000050e-06,7.557353362420703158e-02
2.542937499999999910e-06,7.557916787822867299e-02
2.542945311999999872e-06,7.558480225111748052e-02
2.542953125000000156e-06,7.559043818555331862e-02
2.542960937000000118e-06,7.559607423901676393e-02
2.542968749999999978e-06,7.560171185461805887e-02
2.542976561999999941e-06,7.560734958940815154e-02
2.542984374999999801e-06,7.561298888692753739e-02
2.542992186999999763e-06,7.561862830379675882e-02
2.543000000000000047e-06,7.562426928398732762e-02
2.543007812000000009e-06,7.562991038368857555e-02
2.543015625000000293e-06,7.563555304730326667e-02
2.543023437000000255e-06,7.564119583058989682e-02
2.543031250000000115e-06,7.564684017838207986e-02
2.543039062000000078e-06,7.565248464600790590e-02
2.543046874999999938e-06,7.565813067873203290e-02
2.543054686999999900e-06,7.566377683145131261e-02
2.543062500000000184e-06,7.566942454986226585e-02
2.543070312000000146e-06,7.567507238842972883e-02
2.543078125000000006e-06,7.568072179328190485e-02
2.543085936999999969e-06,7.568637131845269705e-02
2.543093749999999829e-06,7.569202241050192181e-02
2.543101561999999791e-06,7.569767362303166103e-02
2.543109375000000075e-06,7.570332640303414906e-02
2.543117187000000037e-06,7.570897930367891104e-02
2.543125000000000321e-06,7.571463377239076586e-02
2.543132812000000283e-06,7.572028836190705658e-02
2.543140624999999720e-06,7.572594452008447885e-02
2.543148437000000106e-06,7.567978561945519489e-02
2.543156249999999966e-06,7.563367705912596439e-02
2.543164061999999928e-06,7.558763053940306675e-02
2.543171875000000212e-06,7.554163416912815232e-02
2.543179687000000174e-06,7.549569962039545667e-02
2.543187500000000035e-06,7.544981503121085675e-02
2.543195311999999997e-06,7.540399204554576462e-02
2.543203124999999857e-06,7.535821883046536773e-02
2.543210936999999819e-06,7.531250700192440584e-02
2.543218750000000103e-06,7.526684475593546642e-02
2.543226562000000065e-06,7.522124368054219912e-02
2.543234374999999926e-06,7.517569200060073009e-02
2.543242187000000311e-06,7.513020127633147915e-02
2.543249999999999748e-06,7.508475976133807683e-02
2.543257811999999710e-06,7.503937898811992302e-02
2.543265624999999994e-06,7.499404723890550073e-02
2.543273436999999956e-06,7.494877601858977723e-02
2.543281250000000240e-06,7.490355363792366994e-02
2.543289062000000202e-06,7.485839157428414437e-02
2.543296875000000063e-06,7.481327816684764376e-02
2.543304687000000025e-06,7.476822486556652936e-02
2.543312499999999885e-06,7.472322003793896439e-02
2.543320311999999847e-06,7.467827510659544310e-02
2.543328125000000131e-06,7.463337846724765745e-02
2.543335937000000094e-06,7.458854151530647236e-02
2.543343749999999954e-06,7.454375267459673049e-02
2.543351562000000340e-06,7.449902331339447459e-02
2.543359374999999776e-06,7.445434188354504990e-02
2.543367186999999739e-06,7.440971972628861175e-02
2.543375000000000022e-06,7.436514532137221412e-02
2.543382811999999985e-06,7.432062998311307622e-02
2.543390625000000268e-06,7.427616221906106764e-02
2.543398437000000231e-06,7.423175331669393251e-02
2.543406250000000091e-06,7.425468633234424964e-02
2.543414062000000053e-06,7.427763058417778674e-02
2.543421874999999913e-06,7.430059195944187234e-02
2.543429686999999876e-06,7.432356459355872469e-02
2.543437500000000159e-06,7.434655438107580505e-02
2.543445312000000122e-06,7.436955545017236158e-02
2.543453124999999982e-06,7.439257370270828396e-02
2.543460936999999944e-06,7.441560325961142641e-02
2.543468749999999804e-06,7.443865003006654157e-02
2.543476561999999767e-06,7.446170812773413028e-02
2.543484375000000050e-06,7.448478346913993409e-02
2.543492187000000013e-06,7.450787016066112711e-02
2.543500000000000296e-06,7.453097412617817885e-02
2.543507812000000259e-06,7.455408946477397325e-02
2.543515625000000119e-06,7.457722210769479609e-02
2.543523437000000081e-06,7.460036614671822219e-02
2.543531249999999941e-06,7.462352752047027304e-02
2.543539061999999904e-06,7.464670031340703282e-02
2.543546875000000187e-06,7.466989047155049575e-02
2.543554687000000150e-06,7.469309207201924039e-02
2.543562500000000010e-06,7.471631106824377921e-02
2.543570311999999972e-06,7.473954152999653933e-02
2.543578124999999832e-06,7.476278941812922185e-02
2.543585936999999795e-06,7.478604879505187930e-02
2.543593750000000078e-06,7.480932562905377725e-02
2.543601562000000041e-06,7.483261397516637048e-02
2.543609375000000324e-06,7.485591980913050558e-02
2.543617187000000287e-06,7.487923717858782635e-02
2.543624999999999723e-06,7.490257206674080792e-02
2.543632812000000109e-06,7.492591851383388624e-02
2.543640624999999969e-06,7.494928251054397417e-02
2.543648436999999932e-06,7.497265808969558187e-02
2.543656250000000215e-06,7.499605124946294443e-02
2.543664062000000178e-06,7.513783024991188553e-02
2.543671875000000038e-06,7.528016458032048275e-02
2.543679687000000000e-06,7.542302086333865785e-02
2.543687499999999860e-06,7.556643875419775946e-02
2.543695311999999823e-06,7.571038464490971454e-02
2.543703125000000106e-06,7.585489851686043339e-02
2.543710937000000069e-06,7.599994652912503423e-02
2.543718749999999929e-06,7.614556899334654072e-02
2.543726562000000315e-06,7.629173183339121866e-02
2.543734374999999751e-06,7.643847569530841379e-02
2.543742186999999714e-06,7.658576626540805621e-02
2.543749999999999997e-06,7.673364452845375661e-02
2.543757811999999960e-06,7.688207593077485413e-02
2.543765625000000243e-06,7.703110180016711772e-02
2.543773437000000206e-06,7.718068734062122349e-02
2.543781250000000066e-06,7.733087422734176430e-02
2.543789062000000028e-06,7.748162741956961252e-02
2.543796874999999888e-06,7.763298894439535358e-02
2.543804686999999851e-06,7.778492351383653469e-02
2.543812500000000134e-06,7.793747351144160451e-02
2.543820312000000097e-06,7.809060339950033014e-02
2.543828124999999957e-06,7.824435592264614159e-02
2.543835937000000343e-06,7.839869529096396561e-02
2.543843749999999779e-06,7.855366461485598084e-02
2.543851561999999742e-06,7.870922784964412555e-02
2.543859375000000025e-06,7.886542847635885645e-02
2.543867186999999988e-06,7.902223019291881867e-02
2.543875000000000271e-06,7.917967685586049797e-02
2.543882812000000234e-06,7.933773190312762291e-02
2.543890625000000094e-06,7.949643957171098618e-02
2.543898437000000056e-06,7.965576303695047489e-02
2.543906249999999916e-06,7.981574692135409710e-02
2.543914061999999879e-06,7.997635413496190226e-02
2.543921875000000163e-06,8.010715694978630397e-02
2.543929687000000125e-06,8.023837150234570947e-02
2.543937499999999985e-06,8.037003349515646489e-02
2.543945311999999947e-06,8.050211134785098532e-02
2.543953124999999808e-06,8.063464101180610466e-02
2.543960936999999770e-06,8.076759071261795098e-02
2.543968750000000054e-06,8.090099665318770117e-02
2.543976562000000016e-06,8.103482686332340312e-02
2.543984375000000300e-06,8.116911780013827404e-02
2.543992187000000262e-06,8.130383729590950903e-02
2.544000000000000122e-06,8.143902206467444616e-02
2.544007812000000084e-06,8.157463973941661561e-02
2.544015624999999945e-06,8.171072729386358313e-02
2.544023436999999907e-06,8.184725215989281655e-02
2.544031250000000191e-06,8.198425157374328309e-02
2.544039062000000153e-06,8.212169276435288268e-02
2.544046875000000013e-06,8.225961323331211494e-02
2.544054686999999975e-06,8.239798000480930140e-02
2.544062499999999836e-06,8.253683084866839104e-02
2.544070311999999798e-06,8.267613258245233576e-02
2.544078125000000082e-06,8.281592324716549602e-02
2.544085937000000044e-06,8.295616945184770830e-02
2.544093750000000328e-06,8.309690951165907280e-02
2.544101562000000290e-06,8.323810982522690527e-02
2.544109374999999727e-06,8.337980898486364867e-02
2.544117187000000112e-06,8.352197317689591394e-02
2.544124999999999973e-06,8.366464127384527771e-02
2.544132811999999935e-06,8.380777924773472054e-02
2.544140625000000219e-06,8.395142625445935203e-02
2.544148437000000181e-06,8.409554804975864772e-02
2.544156250000000041e-06,8.424018407602748559e-02
2.544164062000000004e-06,8.438529987076562322e-02
2.544171874999999864e-06,8.453093516606477453e-02
2.544179686999999826e-06,8.467705527915091179e-02
2.544187500000000110e-06,8.461582658402559687e-02
2.544195312000000072e-06,8.455469419179731383e-02
2.544203124999999932e-06,8.449364225992551936e-02
2.544210937000000318e-06,8.443268622564054082e-02
2.544218749999999755e-06,8.437181029266969945e-02
2.544226561999999717e-06,8.431102985428386154e-02
2.544234375000000001e-06,8.425032916025211593e-02
2.544242186999999963e-06,8.418972356009554736e-02
2.544250000000000247e-06,8.412919734942643502e-02
2.544257812000000209e-06,8.406876583418523841e-02
2.544265625000000069e-06,8.400841335563659362e-02
2.544273437000000032e-06,8.394815517631830371e-02
2.544281249999999892e-06,8.388797568294791007e-02
2.544289061999999854e-06,8.382789009485060172e-02
2.544296875000000138e-06,8.376788284399196149e-02
2.544304687000000100e-06,8.370796910667357982e-02
2.544312499999999960e-06,8.364813335991511112e-02
2.544320311999999923e-06,8.358839073716298196e-02
2.544328124999999783e-06,8.352872576029819751e-02
2.544335936999999745e-06,8.346915352009891265e-02
2.544343750000000029e-06,8.340965858310618597e-02
2.544351561999999991e-06,8.335025599761577975e-02
2.544359375000000275e-06,8.329093037463496108e-02
2.544367187000000237e-06,8.323169672014915643e-02
2.544375000000000097e-06,8.317253968944565701e-02
2.544382812000000060e-06,8.311347424637048620e-02
2.544390624999999920e-06,8.305448509029951520e-02
2.544398436999999882e-06,8.299558714312224583e-02
2.544406250000000166e-06,8.293676514810631450e-02
2.544414062000000128e-06,8.287803398536656985e-02
2.544421874999999988e-06,8.281937844187617359e-02
2.544429686999999951e-06,8.276081335613715007e-02
2.544437499999999811e-06,8.270232355864326479e-02
2.544445311999999773e-06,8.264392384646346290e-02
2.544453125000000057e-06,8.258559909341864347e-02
2.544460937000000019e-06,8.247059523495188504e-02
2.544468750000000303e-06,8.235589656624879573e-02
2.544476562000000265e-06,8.224153111565600527e-02
2.544484375000000125e-06,8.212746827826451768e-02
2.544492187000000088e-06,8.201373593438021636e-02
