Timestamp,Exp_ID,Flyer_ID,Flyer_material,Flyer_Thickness (um),Sample_IGSN,Sample material,Spacing (um),Waveplate_Angle (Degrees),PDV_FileName,PDV_Target_Wavelength (m),PDV_Target_Power (dBm),PDV_Ref_Wavelength (m),PDV_Ref_Power (dBm),PDV_Return_Power (dBm),Flyer_Row,Flyer_Column,Flyer_X_Position_Desired (mm),Flyer_Y_Position_desired (mm),Flyer_X_Position_Corrected (mm),Flyer_Y_Position_Corrected (mm),Flyer_X_Position_Final (mm),Flyer_Y_Position_Final (mm),Laser_Ref_Energy (mJ),Laser_Target_Energy (mJ),Exp_Time (seconds),Notes,Flyer_Image_BeforeShot,Flyer_Image_AfterShot
2025-10-22 17:32:20.783852,1,[],Al,100,JHAMAB00021-16,Brass,[],20.0,C1--20251022--00001,1.55E-06,14.99,1.550016E-06,7.99,-19.26,1,5,43.9,2.7,43.7812,2.1438,2.9938,3.0312,156.79,1776.66,3.45,Laser triggered,/opt/aimdrc/data/JHAMAB00021-16_68f8fcca5960472ae0ec9e83_0_227_2025-10-22_21-32-09/captures/before_alignment_1_5.jpg,/opt/aimdrc/data/JHAMAB00021-16_68f8fcca5960472ae0ec9e83_0_227_2025-10-22_21-32-09/captures/after_alignment_1_5.jpg
